0	0	0	0	30	3
0	0	0	1	31	11
0	0	0	2	28	14
0	0	0	3	29	4
0	0	0	4	29	11
0	0	0	5	31	15
0	0	0	6	29	13
0	0	0	7	28	1
0	0	0	8	28	12
0	0	0	9	31	7
0	0	0	10	30	12
0	0	0	11	-1	-1
0	0	0	12	29	0
0	0	0	13	30	14
0	0	0	14	31	3
0	0	0	15	28	15
0	0	0	16	28	10
0	0	0	17	31	13
0	0	0	18	29	15
0	0	0	19	30	5
0	0	0	20	29	9
0	0	0	21	30	0
0	0	0	22	-1	-1
0	0	0	23	31	9
0	0	0	24	29	14
0	0	0	25	30	8
0	0	0	26	29	1
0	0	0	27	31	5
0	0	0	28	30	13
0	0	0	29	28	6
0	0	0	30	28	2
0	0	0	31	30	4
0	0	0	32	29	5
0	0	0	33	28	11
0	0	0	34	31	1
0	0	0	35	28	0
0	0	0	36	28	13
0	0	0	37	29	10
0	0	0	38	31	12
0	0	0	39	31	8
0	0	0	40	30	15
0	0	0	41	30	9
0	0	0	42	30	2
0	0	0	43	31	4
0	0	0	44	29	12
0	0	0	45	-1	-1
0	0	0	46	28	7
0	0	0	47	29	3
0	0	0	48	31	0
0	0	0	49	30	11
0	0	0	50	29	6
0	0	0	51	31	14
0	0	0	52	28	4
0	0	0	53	28	9
0	0	0	54	29	8
0	0	0	55	30	6
0	0	0	56	-1	-1
0	0	0	57	31	10
0	0	0	58	28	3
0	0	0	59	30	7
0	0	0	60	29	7
0	0	0	61	31	6
0	0	0	62	30	1
0	0	0	63	28	5
0	0	0	64	30	10
0	0	0	65	31	2
0	0	0	66	28	8
0	0	0	67	29	2
0	0	1	0	30	19
0	0	1	1	31	27
0	0	1	2	28	30
0	0	1	3	29	20
0	0	1	4	29	27
0	0	1	5	31	31
0	0	1	6	29	29
0	0	1	7	28	17
0	0	1	8	28	28
0	0	1	9	31	23
0	0	1	10	30	28
0	0	1	11	-1	-1
0	0	1	12	29	16
0	0	1	13	30	30
0	0	1	14	31	19
0	0	1	15	28	31
0	0	1	16	28	26
0	0	1	17	31	29
0	0	1	18	29	31
0	0	1	19	30	21
0	0	1	20	29	25
0	0	1	21	30	16
0	0	1	22	-1	-1
0	0	1	23	31	25
0	0	1	24	29	30
0	0	1	25	30	24
0	0	1	26	29	17
0	0	1	27	31	21
0	0	1	28	30	29
0	0	1	29	28	22
0	0	1	30	28	18
0	0	1	31	30	20
0	0	1	32	29	21
0	0	1	33	28	27
0	0	1	34	31	17
0	0	1	35	28	16
0	0	1	36	28	29
0	0	1	37	29	26
0	0	1	38	31	28
0	0	1	39	31	24
0	0	1	40	30	31
0	0	1	41	30	25
0	0	1	42	30	18
0	0	1	43	31	20
0	0	1	44	29	28
0	0	1	45	-1	-1
0	0	1	46	28	23
0	0	1	47	29	19
0	0	1	48	31	16
0	0	1	49	30	27
0	0	1	50	29	22
0	0	1	51	31	30
0	0	1	52	28	20
0	0	1	53	28	25
0	0	1	54	29	24
0	0	1	55	30	22
0	0	1	56	-1	-1
0	0	1	57	31	26
0	0	1	58	28	19
0	0	1	59	30	23
0	0	1	60	29	23
0	0	1	61	31	22
0	0	1	62	30	17
0	0	1	63	28	21
0	0	1	64	30	26
0	0	1	65	31	18
0	0	1	66	28	24
0	0	1	67	29	18
0	0	2	0	30	35
0	0	2	1	31	43
0	0	2	2	28	46
0	0	2	3	29	36
0	0	2	4	29	43
0	0	2	5	31	47
0	0	2	6	29	45
0	0	2	7	28	33
0	0	2	8	28	44
0	0	2	9	31	39
0	0	2	10	30	44
0	0	2	11	-1	-1
0	0	2	12	29	32
0	0	2	13	30	46
0	0	2	14	31	35
0	0	2	15	28	47
0	0	2	16	28	42
0	0	2	17	31	45
0	0	2	18	29	47
0	0	2	19	30	37
0	0	2	20	29	41
0	0	2	21	30	32
0	0	2	22	-1	-1
0	0	2	23	31	41
0	0	2	24	29	46
0	0	2	25	30	40
0	0	2	26	29	33
0	0	2	27	31	37
0	0	2	28	30	45
0	0	2	29	28	38
0	0	2	30	28	34
0	0	2	31	30	36
0	0	2	32	29	37
0	0	2	33	28	43
0	0	2	34	31	33
0	0	2	35	28	32
0	0	2	36	28	45
0	0	2	37	29	42
0	0	2	38	31	44
0	0	2	39	31	40
0	0	2	40	30	47
0	0	2	41	30	41
0	0	2	42	30	34
0	0	2	43	31	36
0	0	2	44	29	44
0	0	2	45	-1	-1
0	0	2	46	28	39
0	0	2	47	29	35
0	0	2	48	31	32
0	0	2	49	30	43
0	0	2	50	29	38
0	0	2	51	31	46
0	0	2	52	28	36
0	0	2	53	28	41
0	0	2	54	29	40
0	0	2	55	30	38
0	0	2	56	-1	-1
0	0	2	57	31	42
0	0	2	58	28	35
0	0	2	59	30	39
0	0	2	60	29	39
0	0	2	61	31	38
0	0	2	62	30	33
0	0	2	63	28	37
0	0	2	64	30	42
0	0	2	65	31	34
0	0	2	66	28	40
0	0	2	67	29	34
0	0	3	0	30	51
0	0	3	1	31	59
0	0	3	2	28	62
0	0	3	3	29	52
0	0	3	4	29	59
0	0	3	5	31	63
0	0	3	6	29	61
0	0	3	7	28	49
0	0	3	8	28	60
0	0	3	9	31	55
0	0	3	10	30	60
0	0	3	11	-1	-1
0	0	3	12	29	48
0	0	3	13	30	62
0	0	3	14	31	51
0	0	3	15	28	63
0	0	3	16	28	58
